"sample_name","ms2_acquisition_num","ms2_retention_time","precursor_mz"
"Posi_Ida_Chlamydomonas_1",22,3.49600000002,216.085832823166
"Posi_Ida_Chlamydomonas_1",85,12.83500000002,101.106396789935
"Posi_Ida_Chlamydomonas_1",99,15.225,228.193142797401
"Posi_Ida_Chlamydomonas_1",101,15.915,160.021277955434
"Posi_Ida_Chlamydomonas_1",147,22.59499999998,122.080656481542
"Posi_Ida_Chlamydomonas_1",148,22.845,268.102942535889
"Posi_Ida_Chlamydomonas_1",152,23.33500000002,251.140812138834
"Posi_Ida_Chlamydomonas_1",153,23.43499999998,265.137699819996
"Posi_Ida_Chlamydomonas_1",154,23.535,292.157496911313
"Posi_Ida_Chlamydomonas_1",156,23.82400000002,251.141035524964
"Posi_Ida_Chlamydomonas_1",157,23.925,273.123262877178
"Posi_Ida_Chlamydomonas_1",158,24.075,289.097195738118
"Posi_Ida_Chlamydomonas_1",159,24.225,380.200557231847
"Posi_Ida_Chlamydomonas_1",162,24.885,236.130527422919
"Posi_Ida_Chlamydomonas_1",163,24.93499999998,258.112303122383
"Posi_Ida_Chlamydomonas_1",164,24.98500000002,273.123313959195
"Posi_Ida_Chlamydomonas_1",166,25.08499999998,295.102990936883
"Posi_Ida_Chlamydomonas_1",167,25.13500000002,344.227665547013
"Posi_Ida_Chlamydomonas_1",169,25.23499999998,402.182751718789
"Posi_Ida_Chlamydomonas_1",170,25.28500000002,418.159043979178
"Posi_Ida_Chlamydomonas_1",172,25.524,139.048092235752
"Posi_Ida_Chlamydomonas_1",173,25.57399999998,174.148737815496
"Posi_Ida_Chlamydomonas_1",174,25.62400000002,190.142777593374
"Posi_Ida_Chlamydomonas_1",175,25.674,236.129508993683
"Posi_Ida_Chlamydomonas_1",176,25.77400000002,258.111852509319
"Posi_Ida_Chlamydomonas_1",177,25.875,302.119071920701
"Posi_Ida_Chlamydomonas_1",180,26.66500000002,174.148343614416
"Posi_Ida_Chlamydomonas_1",184,27.15400000002,190.143009354305
"Posi_Ida_Chlamydomonas_1",186,27.354,331.257952167486
"Posi_Ida_Chlamydomonas_1",188,27.79399999998,200.162703843555
"Posi_Ida_Chlamydomonas_1",189,28.044,228.195258888185
"Posi_Ida_Chlamydomonas_1",192,28.73500000002,149.117009270316
"Posi_Ida_Chlamydomonas_1",194,29.17399999998,201.203771944897
"Posi_Ida_Chlamydomonas_1",195,29.424,228.195482067909
"Posi_Ida_Chlamydomonas_1",197,29.664,186.057505255875
"Posi_Ida_Chlamydomonas_1",198,29.71399999998,200.200622255215
"Posi_Ida_Chlamydomonas_1",199,29.76400000002,207.158859377339
"Posi_Ida_Chlamydomonas_1",200,29.814,216.194838690622
"Posi_Ida_Chlamydomonas_1",201,29.91400000002,244.191215737383
"Posi_Ida_Chlamydomonas_1",202,30.01399999998,273.253469902665
"Posi_Ida_Chlamydomonas_1",203,30.114,309.226567485976
"Posi_Ida_Chlamydomonas_1",205,30.55399999998,219.173740922511
"Posi_Ida_Chlamydomonas_1",206,30.804,244.191304959785
"Posi_Ida_Chlamydomonas_1",209,31.20400000002,250.177371606927
"Posi_Ida_Chlamydomonas_1",210,31.30399999998,264.232444926427
"Posi_Ida_Chlamydomonas_1",211,31.404,273.2543243482
"Posi_Ida_Chlamydomonas_1",212,31.50400000002,282.204914195315
"Posi_Ida_Chlamydomonas_1",214,31.84399999998,211.168974379246
"Posi_Ida_Chlamydomonas_1",215,31.99399999998,257.127615342083
"Posi_Ida_Chlamydomonas_1",216,32.19400000002,280.096048557102
"Posi_Ida_Chlamydomonas_1",218,32.53399999998,193.157809225441
"Posi_Ida_Chlamydomonas_1",219,32.68399999998,250.17732247772
"Posi_Ida_Chlamydomonas_1",220,32.88400000002,266.151368442915
"Posi_Ida_Chlamydomonas_1",222,33.22399999998,211.168975705369
"Posi_Ida_Chlamydomonas_1",223,33.37399999998,228.195672283748
"Posi_Ida_Chlamydomonas_1",224,33.57400000002,292.264435544771
"Posi_Ida_Chlamydomonas_1",226,33.91399999998,187.124959450554
"Posi_Ida_Chlamydomonas_1",227,34.06399999998,193.158181293884
"Posi_Ida_Chlamydomonas_1",228,34.26400000002,229.198404598973
"Posi_Ida_Chlamydomonas_1",231,34.65400000002,332.244795156996
"Posi_Ida_Chlamydomonas_1",232,34.80400000002,496.339475229503
"Posi_Ida_Chlamydomonas_1",233,34.95400000002,691.2566044976
"Posi_Ida_Chlamydomonas_1",237,35.92399999998,280.100264845169
"Posi_Ida_Chlamydomonas_1",239,36.36400000002,186.057431620689
"Posi_Ida_Chlamydomonas_1",240,36.61399999998,228.231953867165
"Posi_Ida_Chlamydomonas_1",242,37.104,213.144442250296
"Posi_Ida_Chlamydomonas_1",243,37.30399999998,675.265846831793
"Posi_Ida_Chlamydomonas_1",247,38.274,225.194275866891
"Posi_Ida_Chlamydomonas_1",249,38.61400000002,158.152748944017
"Posi_Ida_Chlamydomonas_1",250,38.76400000002,256.224478215397
"Posi_Ida_Chlamydomonas_1",251,38.964,466.315001794033
"Posi_Ida_Chlamydomonas_1",253,39.654,466.316557087334
"Posi_Ida_Chlamydomonas_1",255,40.09399999998,502.301071061363
"Posi_Ida_Chlamydomonas_1",256,40.344,507.255536837967
"Posi_Ida_Chlamydomonas_1",258,40.63399999998,256.227091951342
"Posi_Ida_Chlamydomonas_1",259,40.734,485.274857365542
"Posi_Ida_Chlamydomonas_1",260,40.83400000002,502.301312338325
"Posi_Ida_Chlamydomonas_1",261,40.93399999998,507.256298114774
"Posi_Ida_Chlamydomonas_1",262,41.034,530.33187472998
"Posi_Ida_Chlamydomonas_1",264,41.73400000002,540.43596982886
"Posi_Ida_Chlamydomonas_1",266,42.42400000002,341.280267707664
"Posi_Ida_Chlamydomonas_1",268,42.774,341.280058091639
"Posi_Ida_Chlamydomonas_1",269,42.924,387.192336409433
"Posi_Ida_Chlamydomonas_1",270,43.12399999998,432.248927715397
"Posi_Ida_Chlamydomonas_1",272,43.464,363.260653351276
"Posi_Ida_Chlamydomonas_1",273,43.614,399.332584245103
